Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium gordonae strain M19 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,169,169,22%,1e-40,71.39,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX231709.1?report=genbank&log$=nucltop&blast_rank=784&RID=6PVX24BJ016"",""KX231709.1"")"
"Mycobacteroides abscessus subsp. abscessus strain 11I110 heat shock protein 65kDa (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,169,169,25%,1e-40,70.02,440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT185524.1?report=genbank&log$=nucltop&blast_rank=785&RID=6PVX24BJ016"",""KT185524.1"")"
"Mycobacteroides abscessus subsp. abscessus strain 09I456 heat shock protein 65kDa (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,169,169,25%,1e-40,70.02,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT185523.1?report=genbank&log$=nucltop&blast_rank=786&RID=6PVX24BJ016"",""KT185523.1"")"
"Mycobacteroides abscessus subsp. abscessus strain 10I050 heat shock protein 65kDa (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,169,169,25%,1e-40,70.02,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT185521.1?report=genbank&log$=nucltop&blast_rank=787&RID=6PVX24BJ016"",""KT185521.1"")"
"Mycobacteroides abscessus subsp. massiliense strain FJ12152 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides abscessus subsp. massiliense,169,169,25%,1e-40,70.17,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432733.1?report=genbank&log$=nucltop&blast_rank=788&RID=6PVX24BJ016"",""KF432733.1"")"
"Mycobacteroides abscessus subsp. massiliense strain FJ12025 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides abscessus subsp. massiliense,169,169,25%,1e-40,70.17,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432632.1?report=genbank&log$=nucltop&blast_rank=789&RID=6PVX24BJ016"",""KF432632.1"")"
"Mycobacterium intracellulare strain FJ10116 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,169,169,27%,1e-40,69.14,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432579.1?report=genbank&log$=nucltop&blast_rank=790&RID=6PVX24BJ016"",""KF432579.1"")"
"Mycobacterium intracellulare strain FJ10107 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,169,169,25%,1e-40,69.95,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432572.1?report=genbank&log$=nucltop&blast_rank=791&RID=6PVX24BJ016"",""KF432572.1"")"
"Mycobacterium intracellulare strain FJ10082 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,169,169,25%,1e-40,69.95,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432555.1?report=genbank&log$=nucltop&blast_rank=792&RID=6PVX24BJ016"",""KF432555.1"")"
"Mycobacterium intracellulare strain FJ10058 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,169,169,27%,1e-40,69.14,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432534.1?report=genbank&log$=nucltop&blast_rank=793&RID=6PVX24BJ016"",""KF432534.1"")"
"Mycobacteroides abscessus strain FJ09087 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides abscessus,169,169,25%,1e-40,70.17,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432506.1?report=genbank&log$=nucltop&blast_rank=794&RID=6PVX24BJ016"",""KF432506.1"")"
"[Mycobacterium] fukienense strain FJ05520 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",[Mycobacterium] fukienense,169,169,25%,1e-40,70.17,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432445.1?report=genbank&log$=nucltop&blast_rank=795&RID=6PVX24BJ016"",""KF432445.1"")"
"Mycobacterium intracellulare strain AH11270 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,169,169,27%,1e-40,69.14,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432432.1?report=genbank&log$=nucltop&blast_rank=796&RID=6PVX24BJ016"",""KF432432.1"")"
"Mycobacterium gordonae strain 1567 heat shock protein 65 kda gene, partial cds",Mycobacterium gordonae,169,169,25%,1e-40,70.24,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW043444.1?report=genbank&log$=nucltop&blast_rank=797&RID=6PVX24BJ016"",""MW043444.1"")"
"Mycobacterium heraklionense strain NCTC 13432 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacter heraklionensis,169,169,22%,1e-40,71.39,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN571192.1?report=genbank&log$=nucltop&blast_rank=798&RID=6PVX24BJ016"",""JN571192.1"")"
"Mycobacterium sp. 324-692 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 324-692,169,169,22%,1e-40,71.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ446190.1?report=genbank&log$=nucltop&blast_rank=799&RID=6PVX24BJ016"",""HQ446190.1"")"
"Mycobacterium saskatchewanense strain DSM 44616 GroEL (hsp65) gene, partial cds",Mycobacterium saskatchewanense,169,169,22%,1e-40,71.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF491331.1?report=genbank&log$=nucltop&blast_rank=800&RID=6PVX24BJ016"",""JF491331.1"")"
"Mycobacterium tilburgii strain 092405-1 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium tilburgii,169,169,24%,1e-40,70.69,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM588695.1?report=genbank&log$=nucltop&blast_rank=801&RID=6PVX24BJ016"",""HM588695.1"")"
"Mycobacterium sp. GN-01 Hsp65 (hsp65) gene, partial cds",Mycolicibacter heraklionensis,169,169,22%,1e-40,71.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU568905.1?report=genbank&log$=nucltop&blast_rank=802&RID=6PVX24BJ016"",""EU568905.1"")"
"Mycobacterium sp. FI-06083 heat shock protein 65 kDa gene, partial cds",Mycobacterium sp. FI-06083,169,169,25%,1e-40,70.15,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF362382.1?report=genbank&log$=nucltop&blast_rank=803&RID=6PVX24BJ016"",""EF362382.1"")"
"Mycobacterium vaccae strain ATCC 15483 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium vaccae,169,169,28%,1e-40,68.24,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY299163.1?report=genbank&log$=nucltop&blast_rank=804&RID=6PVX24BJ016"",""AY299163.1"")"
"Mycobacterium microti strain ATCC 19422 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium tuberculosis variant microti,169,169,37%,1e-40,66.23,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY299135.1?report=genbank&log$=nucltop&blast_rank=805&RID=6PVX24BJ016"",""AY299135.1"")"
"Mycobacterium parascrofulaceum strain MYC348 Hsp65 gene, partial cds",Mycobacterium parascrofulaceum,168,168,22%,1e-40,71.74,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877175.1?report=genbank&log$=nucltop&blast_rank=806&RID=6PVX24BJ016"",""MK877175.1"")"
"Mycobacterium xenopi strain 411/13 HGM 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium xenopi,168,168,24%,1e-40,70.20,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX824024.1?report=genbank&log$=nucltop&blast_rank=807&RID=6PVX24BJ016"",""KX824024.1"")"
"Mycobacterium marinum strain 49 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793554.1?report=genbank&log$=nucltop&blast_rank=808&RID=6PVX24BJ016"",""OP793554.1"")"
"Mycobacterium marinum strain 48 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793553.1?report=genbank&log$=nucltop&blast_rank=809&RID=6PVX24BJ016"",""OP793553.1"")"
"Mycobacterium marinum strain 47 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793552.1?report=genbank&log$=nucltop&blast_rank=810&RID=6PVX24BJ016"",""OP793552.1"")"
"Mycobacterium marinum strain 46 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793551.1?report=genbank&log$=nucltop&blast_rank=811&RID=6PVX24BJ016"",""OP793551.1"")"
"Mycobacterium marinum strain 45 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793550.1?report=genbank&log$=nucltop&blast_rank=812&RID=6PVX24BJ016"",""OP793550.1"")"
"Mycobacterium marinum strain 44 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793549.1?report=genbank&log$=nucltop&blast_rank=813&RID=6PVX24BJ016"",""OP793549.1"")"
"Mycobacterium marinum strain 43 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793548.1?report=genbank&log$=nucltop&blast_rank=814&RID=6PVX24BJ016"",""OP793548.1"")"
"Mycobacterium marinum strain 42 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793547.1?report=genbank&log$=nucltop&blast_rank=815&RID=6PVX24BJ016"",""OP793547.1"")"
"Mycobacterium marinum strain 41 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP793546.1?report=genbank&log$=nucltop&blast_rank=816&RID=6PVX24BJ016"",""OP793546.1"")"
"Mycobacterium intracellulare strain FJ10122 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,168,168,25%,1e-40,69.71,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432584.1?report=genbank&log$=nucltop&blast_rank=817&RID=6PVX24BJ016"",""KF432584.1"")"
"Mycobacterium intracellulare strain FJ10081 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,168,168,25%,1e-40,69.71,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432554.1?report=genbank&log$=nucltop&blast_rank=818&RID=6PVX24BJ016"",""KF432554.1"")"
"Mycobacterium gordonae strain A05 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,168,168,25%,1e-40,70.17,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MN901266.1?report=genbank&log$=nucltop&blast_rank=819&RID=6PVX24BJ016"",""MN901266.1"")"
"Mycobacterium simiae hsp65 gene for heat shock protein, partial cds, strain: 51808",Mycobacterium simiae,168,168,22%,1e-40,71.74,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB547411.1?report=genbank&log$=nucltop&blast_rank=820&RID=6PVX24BJ016"",""AB547411.1"")"
"Mycobacterium intracellulare strain RGTB220 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium intracellulare,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM454224.1?report=genbank&log$=nucltop&blast_rank=821&RID=6PVX24BJ016"",""HM454224.1"")"
"Mycobacterium marinum strain NT1 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium marinum,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ868212.1?report=genbank&log$=nucltop&blast_rank=822&RID=6PVX24BJ016"",""FJ868212.1"")"
"Mycobacterium insubricum strain FI-06215 Hsp65 (hsp65) gene, partial cds",Mycolicibacterium insubricum,168,168,25%,1e-40,69.36,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF584488.1?report=genbank&log$=nucltop&blast_rank=823&RID=6PVX24BJ016"",""EF584488.1"")"
"Mycobacterium intracellulare isolate F1290 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium intracellulare,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY536637.1?report=genbank&log$=nucltop&blast_rank=824&RID=6PVX24BJ016"",""AY536637.1"")"
Mycobacterium paratuberculosis partial hsp65 gene for 65 kDa heat shock protein,Mycobacterium avium subsp. paratuberculosis,168,168,25%,1e-40,69.71,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ307641.1?report=genbank&log$=nucltop&blast_rank=825&RID=6PVX24BJ016"",""AJ307641.1"")"
"Mycobacterium terrae hsp65 protein gene, partial cds",Mycolicibacter terrae,168,168,20%,1e-40,72.46,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF257468.1?report=genbank&log$=nucltop&blast_rank=826&RID=6PVX24BJ016"",""AF257468.1"")"
"Mycobacterium intracellulare isolate WildebeestMasaiHSP65.2 heat shock protein (hsp65) gene, partial cds",Mycobacterium intracellulare,168,168,25%,4e-40,70.02,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF687950.1?report=genbank&log$=nucltop&blast_rank=827&RID=6PVX24BJ016"",""KF687950.1"")"
"Mycobacteroides abscessus subsp. massiliense strain 14C009 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. massiliense,168,168,27%,4e-40,69.28,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KU146534.1?report=genbank&log$=nucltop&blast_rank=828&RID=6PVX24BJ016"",""KU146534.1"")"
"Mycobacteroides abscessus subsp. abscessus strain 11I289 heat shock protein 65kDa (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. abscessus,168,168,25%,4e-40,69.95,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT185531.1?report=genbank&log$=nucltop&blast_rank=829&RID=6PVX24BJ016"",""KT185531.1"")"
"Mycobacterium intracellulare strain FJ12080 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,168,168,24%,4e-40,69.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432676.1?report=genbank&log$=nucltop&blast_rank=830&RID=6PVX24BJ016"",""KF432676.1"")"
"Mycobacterium gordonae strain FJ10084 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium gordonae,168,168,24%,4e-40,70.32,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432557.1?report=genbank&log$=nucltop&blast_rank=831&RID=6PVX24BJ016"",""KF432557.1"")"
"Mycobacteroides abscessus strain FJ10025 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides abscessus,168,168,27%,4e-40,69.06,448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432509.1?report=genbank&log$=nucltop&blast_rank=832&RID=6PVX24BJ016"",""KF432509.1"")"
"Mycobacterium saskatchewanense strain FJ06131 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium saskatchewanense,168,168,27%,4e-40,69.28,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432465.1?report=genbank&log$=nucltop&blast_rank=833&RID=6PVX24BJ016"",""KF432465.1"")"
"Mycobacterium asiaticum strain Ob1 65kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium asiaticum,168,168,22%,4e-40,71.54,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ534360.1?report=genbank&log$=nucltop&blast_rank=834&RID=6PVX24BJ016"",""KJ534360.1"")"
"Mycobacterium intracellulare strain S2_28 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,168,168,24%,4e-40,69.98,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433585.1?report=genbank&log$=nucltop&blast_rank=835&RID=6PVX24BJ016"",""MT433585.1"")"
"Mycobacterium parmense strain InDRE 1121 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium parmense,168,168,25%,4e-40,70.02,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX154107.1?report=genbank&log$=nucltop&blast_rank=836&RID=6PVX24BJ016"",""JX154107.1"")"
"Mycobacterium sp. FI-10193 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FI-10193,168,168,22%,4e-40,71.31,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN571212.1?report=genbank&log$=nucltop&blast_rank=837&RID=6PVX24BJ016"",""JN571212.1"")"
"Mycobacterium longobardum strain DSM 45394 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacter longobardus,168,168,22%,4e-40,71.54,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN571199.1?report=genbank&log$=nucltop&blast_rank=838&RID=6PVX24BJ016"",""JN571199.1"")"
"Mycobacterium psychrotolerans strain DSM 44697 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium psychrotolerans,168,168,24%,4e-40,70.40,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM602035.1?report=genbank&log$=nucltop&blast_rank=839&RID=6PVX24BJ016"",""HM602035.1"")"
"Mycobacterium sp. WR65 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR65,168,168,23%,4e-40,70.59,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591188.1?report=genbank&log$=nucltop&blast_rank=840&RID=6PVX24BJ016"",""EF591188.1"")"
"Mycobacterium abscessus strain KC1 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus,168,168,33%,4e-40,67.51,550,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ866788.1?report=genbank&log$=nucltop&blast_rank=841&RID=6PVX24BJ016"",""DQ866788.1"")"
"Mycobacterium intracellulare strain CIP 104243 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium intracellulare,168,168,24%,4e-40,69.98,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547848.1?report=genbank&log$=nucltop&blast_rank=842&RID=6PVX24BJ016"",""AF547848.1"")"
"Mycolicibacter sp. strain MYC340 Hsp65 gene, partial cds",Mycolicibacter sp.,167,167,24%,4e-40,70.35,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877167.1?report=genbank&log$=nucltop&blast_rank=843&RID=6PVX24BJ016"",""MK877167.1"")"
"Mycolicibacter arupensis strain MYC006 Hsp65 gene, partial cds",Mycolicibacter arupensis,167,167,24%,4e-40,70.35,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876860.1?report=genbank&log$=nucltop&blast_rank=844&RID=6PVX24BJ016"",""MK876860.1"")"
"Mycobacterium intracellulare strain HN11094 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432798.1?report=genbank&log$=nucltop&blast_rank=845&RID=6PVX24BJ016"",""KF432798.1"")"
"Mycobacterium intracellulare strain HN11089 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432796.1?report=genbank&log$=nucltop&blast_rank=846&RID=6PVX24BJ016"",""KF432796.1"")"
"Mycobacterium intracellulare strain HN11085 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432792.1?report=genbank&log$=nucltop&blast_rank=847&RID=6PVX24BJ016"",""KF432792.1"")"
"Mycobacterium avium strain HN11083 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,167,167,25%,4e-40,69.78,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432790.1?report=genbank&log$=nucltop&blast_rank=848&RID=6PVX24BJ016"",""KF432790.1"")"
"Mycobacteroides abscessus strain HN11064 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacteroides abscessus,167,167,25%,4e-40,69.78,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432773.1?report=genbank&log$=nucltop&blast_rank=849&RID=6PVX24BJ016"",""KF432773.1"")"
"Mycobacterium intracellulare strain FJ12081 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432677.1?report=genbank&log$=nucltop&blast_rank=850&RID=6PVX24BJ016"",""KF432677.1"")"
"Mycobacterium intracellulare strain FJ12076 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432672.1?report=genbank&log$=nucltop&blast_rank=851&RID=6PVX24BJ016"",""KF432672.1"")"
"Mycobacterium intracellulare strain FJ12042 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432647.1?report=genbank&log$=nucltop&blast_rank=852&RID=6PVX24BJ016"",""KF432647.1"")"
"Mycobacterium intracellulare strain FJ12040 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432645.1?report=genbank&log$=nucltop&blast_rank=853&RID=6PVX24BJ016"",""KF432645.1"")"
"Mycobacterium intracellulare strain FJ10149 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,24%,4e-40,69.88,431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432606.1?report=genbank&log$=nucltop&blast_rank=854&RID=6PVX24BJ016"",""KF432606.1"")"
"Mycobacterium intracellulare strain FJ10113 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432577.1?report=genbank&log$=nucltop&blast_rank=855&RID=6PVX24BJ016"",""KF432577.1"")"
"Mycobacterium intracellulare strain FJ09088 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium intracellulare,167,167,25%,4e-40,69.78,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432507.1?report=genbank&log$=nucltop&blast_rank=856&RID=6PVX24BJ016"",""KF432507.1"")"
